"id","gender","overallei_allitems","perceptions","own","others","utilization","sincerity","fairness","greedavoidance","modesty","fearfulness","anxiety","dependence","sentimentality","socialselfesteem","socialboldness","sociability","liveliness","forgiveness","gentleness","flexibility","patience","organization","diligence","perfectionism","prudence","aestheticappreciation","inquisitiveness","creativity","unconventionality"
138,"male",2.87878787878788,4,4,3.625,3.66666666666667,3.75,3.75,2.75,3.5,2.25,2.5,2.75,3.875,4.125,4,3.75,4,4,3.625,3.5,3.875,3,3.75,3.25,3.625,3.875,3.75,4.25,3.375
344,"male",3.33333333333333,3.8,4.22222222222222,3.875,3.83333333333333,4.125,4.625,4.375,4.25,2,3.375,2,2.875,3.625,3.625,3.5,3.75,3.875,3.875,3.875,4.625,4.375,4.25,3.375,4.5,3.875,4.125,3.5,3.25
681,"female",3.39393939393939,3.8,4.11111111111111,4,4.16666666666667,2.75,3,1.875,2.25,2.5,3.375,2.875,3.5,4.5,4.125,2.625,4.125,3.125,2,2.125,4.125,2,3.875,2,1.875,4.375,3.125,3.75,4.875
461,"female",3.42424242424242,3.6,3.88888888888889,4.375,4.5,4.375,4.75,4.625,4.5,2.875,3.75,3.375,4.875,4.25,4.25,3.25,4.875,1,2.375,2.5,2.5,3.875,3.75,3.375,3,3.375,4.125,3.75,2.875
727,"male",3.09090909090909,3.9,3.77777777777778,3.625,3.66666666666667,3.125,4.125,3.25,3.25,2.125,2.875,2.625,3.375,3.875,4.375,4.125,4.125,3.875,3.25,3.625,4.25,3,4.125,3.75,3.875,4.25,4.25,3.375,3.5
1334,"male",2.72727272727273,2.1,3.55555555555556,2.625,2.66666666666667,4.125,4.875,4.75,4.75,3.125,3.875,1.5,3.375,2.125,1.875,2.125,1.875,2.625,3.75,3.125,3.875,4.125,4.25,4.25,4.125,3.25,4.75,3.5,4.125
1189,"male",3,3,3.44444444444444,3.125,3.5,3.25,3.875,3.5,3.625,2.75,3.5,3.25,3.375,3.625,3.25,3.625,3.25,2.625,2.75,3.125,2.75,3.5,3.375,3.375,3.375,3.875,3.5,2.875,3.25
1344,"female",3.39393939393939,4.3,2.44444444444444,4.375,4,4.625,4.125,2.25,3.125,4,4.25,4.5,3.875,3.625,1.875,5,4.125,2.375,2.5,1.375,2.25,4,3.5,5,2,3,3,2,2.5
700,"male",3.45454545454545,2.5,3.55555555555556,3.125,4.33333333333333,3.875,4,5,3.875,1.75,1.25,2,2.625,4.5,5,3.375,3.375,4.375,4.5,2.5,4.5,2.875,3.375,3.125,3.75,3.75,4,3.875,4.75
1315,"female",3.24242424242424,3.8,3.77777777777778,3.875,4,3.5,4.5,4,3.75,3.625,4.125,3.75,4.125,4.375,2.875,4.375,3.125,3.125,2.375,2.625,2.875,2.75,3.25,4.125,3.125,4.625,4.75,3.25,4.25
1320,"female",3.15151515151515,3.8,3.66666666666667,3.375,3.66666666666667,3.625,4,3.25,3.75,2.5,2.75,2.875,2.5,3.875,4,3.625,3.625,3,2.625,3.25,3.125,2.75,3.25,3.625,3.375,2.5,2.5,3.125,2.875
371,"female",3.45454545454545,4.2,2.66666666666667,4.125,4.5,2.75,2.875,2.25,2.25,4,4.125,3.875,3.875,3.125,3.875,2.875,2.625,3.375,3.25,2.625,4.125,3.125,1.875,3,3.125,3.5,3.875,3.875,3.875
380,"male",3.48484848484848,1.9,3.77777777777778,3.25,4.66666666666667,4,5,4.75,4.625,1.125,4,4.125,3.75,3.75,3,2.75,2.5,2.625,3.375,3.625,2.5,4.125,4.25,3.625,3.5,4.125,4.625,3.375,4.25
97,"female",3.12121212121212,3.3,3.77777777777778,3.875,3.83333333333333,3.375,3.5,3,3.25,4.25,3.875,3.625,4.375,4.125,2.875,4,3.25,2.375,2.75,2.5,2.5,3.5,3.375,3.625,3.625,2.125,2.875,2.625,2.625
49,"male",3,2.9,3.55555555555556,2.625,3.16666666666667,4.25,4.625,3.625,3.75,2.25,2.875,2.125,2.5,4,3.5,2.25,3.625,1.75,2.625,2.375,3,4.125,3.875,3.875,4.125,2.375,3.375,2.875,3.625
754,"female",3.54545454545455,3.8,4.11111111111111,4.375,4.16666666666667,3.375,3.375,2.625,3.125,2.625,2.5,2.5,4,4.375,4.25,4.25,3.875,3.25,3.75,3,3.5,2.125,3.75,2.875,3.25,3.75,3.25,3.25,3.375
815,"female",3.42424242424242,4.3,4.33333333333333,4.375,4,3.125,3.5,4.25,3.375,3.375,2.625,3.125,4,4.5,2.5,4,4.625,4,3.625,3.375,4.25,2,2.375,2.75,2.125,3.5,3.75,3.625,4.25
475,"female",3.12121212121212,3.5,4.11111111111111,3.375,4.33333333333333,4.625,4,5,4.875,2.875,3.875,3.75,3.75,4.75,2.75,2.375,3.375,2.875,3.875,3.25,4.125,2.875,3.25,3.75,3,3.875,3,4.125,4.875
174,"male",3.18181818181818,3.8,3.22222222222222,3.75,3.33333333333333,3.875,4.25,3.875,3,3,3.125,2.75,3.25,3.875,3.875,3.5,3.25,2.125,2.125,2.5,2.125,2.75,3.75,4.25,3.5,4,4.5,2.875,3.75
1289,"female",3.3030303030303,2.4,3.44444444444444,2.75,3.66666666666667,2.25,2.125,1.375,2.375,2.875,4.125,2.375,2.75,2.75,3.375,3.625,3.5,2,2.25,2.375,2.5,4.25,3.625,3,2.75,2.5,3.125,2.5,2.5
183,"female",3.33333333333333,4.8,4,4.375,4.16666666666667,3.375,4.5,3.5,4.125,3.25,3.75,3.25,4.625,4.25,4,4,4.25,4,4,3.625,3.875,4,3.875,3.5,4,3.875,3.625,4.375,3.5
347,"male",3.72727272727273,4.7,5,4.375,4.33333333333333,2.375,4.25,4,3.75,1.875,1.875,3,2.75,5,4.75,3.625,4.625,3.75,3.875,4.5,3.875,4.5,4.75,3.75,4.5,3.5,4.75,5,4.5
1098,"male",3.27272727272727,4,4.22222222222222,3.875,3.5,3.25,3.875,2.5,3.75,3,2.375,2.75,3.375,4.625,3.75,3.875,4.375,3.375,3.375,3.75,4.25,3.625,3.5,3.625,3.875,4,4.5,3.875,3
1325,"female",3.21212121212121,4.4,4.66666666666667,3.75,4,2.875,4.375,2.5,3.625,2.625,2,3,3,5,4.375,4,4.75,1.75,2,2.5,2.875,2.5,4.375,4,3.125,3,2.25,4,3.125
1161,"female",3.27272727272727,4.1,4.11111111111111,3.625,4.16666666666667,3,3.125,3.125,3.75,3,3.25,3.5,3.75,4.75,3.5,3.875,4.125,2.25,3,3.5,3,3.75,4,4,3.25,3.125,3.125,3.375,3.125
118,"male",3.06060606060606,4.1,4,3.625,3.5,2.125,1.625,1.5,2.5,2,2.125,2.75,3.125,4.125,4.875,4.5,3.5,2.5,2.875,3.5,4.25,2.75,3.75,4,3.375,2.125,3,4.25,2.875
1170,"female",3.3030303030303,4,4,3.875,3,2.5,4.125,4.375,4.125,3.125,2.25,3.125,3.75,3.75,2.25,3.75,3.25,2.125,3.25,3.25,3.625,4,3.375,3.625,4.125,3.375,3.25,3.25,2.875
357,"male",3.51515151515152,4.1,3.22222222222222,4.25,4.33333333333333,4,3.75,4.75,4.25,2.875,3.875,3.75,4.5,1.875,3.375,4.25,4.125,2.75,3.125,3.75,3.5,2.25,3.375,3.125,2.25,4.75,4.75,3.25,4.125
155,"female",3.33333333333333,4.3,3.88888888888889,3.75,3.66666666666667,3.625,3.875,3.75,4,3.25,4,2.625,3.625,4.125,2.625,3.625,3.75,3.125,3.625,3.25,4,4.125,3,3.875,3.25,4.625,4.25,4.25,3.75
1097,"male",3,3.2,3.88888888888889,3.125,3.16666666666667,4.375,4.625,3.75,3.875,4.125,2.625,2.75,2.875,4.375,3.625,2.25,3.5,2.25,3.125,3.125,3.375,3.625,2.5,3.125,3.875,3,4.125,2.875,1.875
61,"female",2.96969696969697,3.6,3.77777777777778,3.625,3.5,3.625,4.125,3.75,4,2.75,2.375,2.625,3.25,4.125,3.375,3.125,3.625,3.25,3.5,3.75,3.625,3.625,3.875,3.5,3.625,4.125,3.875,3.75,3.375
1297,"male",3.42424242424242,2.9,3.55555555555556,4,3.33333333333333,4.125,2,3.625,2,1.25,2.25,2,2.5,4,4.75,3.5,4.125,2.25,2.625,2.625,2.25,3,4.5,3.5,2.875,4.25,4.75,4.125,4.625
1218,"male",3.21212121212121,3.7,3.88888888888889,3.75,3.66666666666667,3.125,3.625,2.25,3,2.375,2.625,2.75,2.625,3.875,4,3.125,3.375,3,2.5,2.125,2.875,4.125,3.75,3,3.5,2.625,3.125,3.375,3.25
335,"female",3.15151515151515,3.5,3.55555555555556,3.625,3.66666666666667,4.375,4.375,2.5,3.375,3.625,3.875,2.125,4,4.375,2.75,3.25,3.75,2.125,3.875,3.625,3.5,4.5,3.5,3.625,3.25,3,2.875,3.5,3.125
1000,"male",3.09090909090909,3.9,3.55555555555556,3.625,3.33333333333333,3.375,3.75,3.5,2.875,2.375,2.5,2.625,3.625,3.375,3,3.125,3.625,2.375,2.375,2.875,2.25,3.25,4,2.875,2.875,4,4,3.375,3.25
13,"male",2.96969696969697,3.9,4,3,3.5,4.25,4.625,3.875,4,2.25,2.5,2.125,3.25,4.5,3.625,3,4.125,2,3.125,3.125,3.75,3.875,4.25,3.5,4,3.25,4.125,4,3.25
637,"male",3.15151515151515,3.8,3.66666666666667,3.375,3.33333333333333,3.75,4.625,3.875,3.125,1.75,3.25,3.5,3.625,3.375,4.125,2.375,3.375,2.125,3.125,3,2.875,3.125,3.625,3,3.5,4.125,4.625,3.75,3.375
1024,"male",3.21212121212121,4.2,4,3.875,4.16666666666667,4,4.375,3.5,4,2.25,3.25,3.875,3.25,4.125,4.375,4.375,3.875,2.625,3.75,3.375,3.875,3,3.375,2.625,2.75,3.75,4.375,3.5,3.5
526,"male",3.42424242424242,1.5,4.22222222222222,2.875,4.16666666666667,3.75,4.5,4.125,3.75,4.125,4,2.25,2.5,2.75,1.875,1.125,2.75,1.75,3.375,2.125,3.375,3,4,3.625,3.375,3,3.875,3.875,3.625
41,"male",3.18181818181818,3.9,4.22222222222222,3.5,4,4.5,4.5,4.125,4.25,2.25,2.25,3.25,3.25,4.375,4.25,3.25,4,3.75,3.625,3.5,4.125,4.375,3.75,4,4.25,3.125,3.375,3.125,3.125
545,"male",3.15151515151515,3.9,3.55555555555556,3,3.5,3.875,3.75,3.5,4,2.875,2.75,2.75,3.375,3.875,3.625,2.625,3.25,2,3.375,3.125,3,4,3.375,3.25,4,2.75,4.25,2.5,3.625
772,"female",3.33333333333333,3.9,4.22222222222222,2.5,3.5,4.25,4.375,3,2.25,1.125,2.75,1,1.125,4.5,5,1.625,4.875,1.125,1.25,2.625,2.25,4.375,4.875,4.75,4,1.25,3.375,2.625,3.75
334,"male",3.06060606060606,3.9,4,3.75,3.66666666666667,3.75,4.75,3.5,3.875,2.375,2.625,3,3.375,3.75,4,4,4,3.125,2.75,3.75,3.375,4.375,4,3,3.5,3.5,4.375,3.375,4.125
269,"male",3.39393939393939,4.9,4.55555555555556,4,4.33333333333333,3.375,4.125,2.625,3,2.125,1.75,2,3,4.75,4.125,3.25,4,1.875,2.5,3.75,3.5,3.625,4.5,3,3.5,3.125,3.25,4.125,3.625
731,"male",3.09090909090909,3.9,4,3.875,3.66666666666667,3.25,3.625,3.625,3.75,2.875,2,3.5,3.5,4.5,4.125,3.875,4.25,1.75,2.375,3.25,3.25,4.625,3.5,4,4.125,3.625,4,3.125,2.875
746,"male",3.06060606060606,2.9,3.44444444444444,3.25,3.5,3.25,4.25,3.5,3.75,3,3.375,3.375,3.25,4,3.375,3.5,3.75,2.75,2.5,2.625,2.75,3.125,3,3.625,3.125,3.375,3.625,2.5,3.625
755,"female",3.27272727272727,4.2,4.11111111111111,4.125,4.33333333333333,3.5,4.5,3.5,4.25,3.375,4.75,3.25,4.75,3.5,3.875,3.75,3.625,2.25,2.625,2.75,3,3.375,4.625,4.625,4.625,3.125,2.5,3.125,4.375
1003,"female",3.18181818181818,3.7,3.77777777777778,3.375,3.5,4.125,4.625,2.875,3.75,3.25,4.375,3.375,4.25,4.25,2.5,4.125,3.625,3.5,3.5,3.125,3.125,4.75,4,4.625,3.75,3.5,4,3.75,3.125
1251,"female",3.3030303030303,5,4.33333333333333,4.5,4,3.125,4.625,3.875,4.5,2.25,3.375,2.625,4.75,4.375,3.75,3.375,3.75,3.125,4,3.875,4,4.125,4.25,3.625,4,2.75,3.25,4.25,3.625
53,"female",3.33333333333333,4.2,4,4,3.66666666666667,3.875,5,4.625,4.375,1.75,2.375,2.625,3.5,4.75,4.375,3.5,4.125,3.125,3.375,3.875,4.5,4.75,4.75,4.625,4.25,3.25,3.375,3.75,2.375
367,"male",3.33333333333333,3.7,4,4.5,3.83333333333333,2.875,4,3.375,4.125,2.125,3.625,3.375,4.625,4.25,3.875,4,4.125,3.625,3.625,3.5,3.75,3,3.625,3.125,2.25,3,3,2.75,3.125
875,"female",3.3030303030303,3.5,3.66666666666667,3.5,3.5,3.5,4.875,3.625,3.25,3.25,3.375,2.75,4.125,3.5,3.625,2.75,3.5,3,3.25,2.875,2.75,1.75,3.75,4.125,3.375,3.75,4.375,4.25,4.25
420,"female",3.60606060606061,3.6,4.11111111111111,4.25,4.33333333333333,3.75,4.5,3.625,3.75,2.5,4,3.875,4.375,4.125,3.875,4.125,3.75,3.125,3,3.25,2.75,4.75,4.625,3.875,3.25,4,4,4,3.75
54,"female",2.93939393939394,3.8,3.77777777777778,3.875,3.33333333333333,3.75,3.875,3.625,3.875,3.125,2.625,2.625,3.5,4.125,4,3.375,3.75,3.25,3.5,3.375,3.875,3.75,3.875,3.75,4,3.75,3.5,3.5,3.5
689,"female",3.3030303030303,2.8,3.33333333333333,3.5,2.83333333333333,3.25,4.625,3.75,3.875,4.125,3.125,3.75,3.625,4.25,3.5,4.125,3.625,3.625,3,3.625,3.625,4.125,2.75,3.5,3.75,2.375,2.25,1.875,2.5
782,"male",3.21212121212121,3.7,3.55555555555556,3.5,3.16666666666667,3.125,3.5,3,3.25,2.625,3,2.75,2.875,3.875,3.375,3.5,3.25,3,2.75,3.5,3.5,3.625,3.75,3.125,3.75,3,3.375,3.5,3
1100,"female",3.24242424242424,4.1,4,4,3.33333333333333,4,3.5,4.25,4.375,3.25,2.75,2.625,3.5,4.25,3.75,2.875,3.625,2.625,3.125,3.875,3.5,3.5,3.25,3.5,3.75,3.375,3.625,3.5,2.875
831,"female",3.06060606060606,3.8,3.33333333333333,3.375,3.33333333333333,4,3.625,3.75,3.75,3.375,3.375,3.25,3.375,4,2.75,3.125,3.875,2.625,2.125,2.75,2.5,3.625,3.125,3.25,3.375,3.25,3.375,3.25,3.125
768,"female",3.06060606060606,3.7,3,3.625,3.33333333333333,4,2.75,3.875,3.25,3.625,3.875,3.625,3.75,4.25,3.75,4.375,3.875,1.875,2.5,3.375,2.625,3.25,3.25,2.625,2.625,4.125,4.875,3.75,3.5
1341,"female",3.12121212121212,3.9,3.55555555555556,3.625,4.16666666666667,2.875,4.125,2.75,3.875,3.25,3.5,3.25,3.75,3.75,3.375,3.75,3.375,2.5,2.875,3.125,3.375,3.5,3.625,3.875,3.625,3.25,3.25,3.25,2.875
191,"female",3.36363636363636,2.9,2.88888888888889,3.25,4.66666666666667,4.125,2.625,2.75,3.25,2,4.25,3.625,4.125,2.75,2.375,3.5,2.25,1,3,2.375,1.875,3.25,4,3.75,2.25,3,3.25,2.875,3.125
843,"female",3.21212121212121,3.4,3.44444444444444,3.375,3.33333333333333,3.375,4,4,3.5,2.375,3.25,2.5,2.875,3.25,3.125,3.125,3.25,2.875,4,3.5,3.5,4,3,2.875,3.625,3.625,3.75,3.5,3.125
771,"male",3.06060606060606,2.9,2.77777777777778,2.125,3.33333333333333,3.875,3.25,3.25,3.25,2.5,3.75,2.625,2.75,3,3.625,3.25,2.75,2.25,2.75,2.625,2.125,3.375,2.5,2.25,2.75,3.375,4,2.75,3.25
694,"female",3.42424242424242,4.9,4.44444444444444,4,4.33333333333333,4.125,3.5,2.875,3,1.875,2,2.75,3.75,4.375,4.5,4.25,4.375,3.375,2.75,2.75,2.5,2.625,3.25,3,3.75,2.75,4.125,4.125,4.125
170,"female",3,4.3,4,3.625,3.5,3.125,4.375,3.375,3.25,2.625,2.375,3.5,3.25,4.375,4,3.875,3.875,3.5,3,3.75,4,3.5,4.375,3,4,3.25,4.25,4.25,3.75
530,"male",3.15151515151515,3.9,4,3.75,3.16666666666667,3.125,4.25,2.625,3.375,2.25,2.125,2.5,3.25,4.125,4.125,3.5,4,4,2.5,2.875,3.625,3.75,4,3.75,4.125,3.5,3.875,3.25,3.375
67,"female",3.21212121212121,4,3.77777777777778,3.75,3.66666666666667,4,4.625,3.5,3.75,2.375,2.5,3,3.5,4.625,4.125,4,4,2.625,3.25,2.875,3,3.75,3.875,3.875,3.625,4.375,4.125,4.125,3.75
34,"male",3.27272727272727,3.4,4.11111111111111,3.25,3.5,3.125,3.5,2.75,3.875,1.875,3.25,2.75,2.75,3.375,4.25,3.625,3.875,3.25,3.125,3.5,3.375,4,4,3.25,3.25,3.25,3.125,3.625,3.25
504,"male",2.84848484848485,3.8,4,3,3.33333333333333,3.75,3.125,3.125,4.625,3.125,2.5,2.625,3.875,4.25,3,2.75,3.375,3.125,3,4,3.25,3.125,3,2.5,3.75,3,3.75,3.75,2.75
562,"male",3.36363636363636,3.8,4,4,4.16666666666667,2.625,2.625,3.625,3.625,2.375,3.125,3,3.125,4.375,3.875,4.375,4.25,2.5,2.875,3.25,3.625,3.5,3.125,2.875,2.875,3.625,3.25,4.125,3.75
1113,"female",3.15151515151515,4.4,3.88888888888889,4.375,4,3,3.875,2.625,3.5,3.5,2.75,3.5,3.375,4.5,3.125,4.625,4.875,3.5,4,3,4.25,4,3.75,3.625,3.625,4.125,4.5,3.75,3.5
166,"female",3.21212121212121,4,4,3.75,3.66666666666667,3.5,4.25,2.375,2.875,2.25,3.125,2.5,3.125,4.25,3.125,3.75,4,3.125,3.25,3.125,3.75,2.625,4.25,3.25,3.625,3.5,3.375,3.125,3
936,"female",3.12121212121212,3.8,4,4,3.5,3.875,4.25,4.625,4.25,3.25,2.625,4.125,3.5,3.75,3,4.125,3.75,2.875,3.5,3.25,3.5,3.25,3.5,3.5,3.625,2.375,1.875,2,2.5
350,"male",3.54545454545455,3.3,3.55555555555556,3.25,3.66666666666667,2.875,3,2.375,3.375,2.625,3.25,3,3.375,3.625,3.75,3.625,3.625,3.25,2.75,2.875,3.5,2.75,3.625,2.625,3.125,3,3.25,3.625,3.75
547,"female",3.27272727272727,4.9,4.22222222222222,4.375,4.66666666666667,4,4.5,3.75,3.5,2.375,2.75,2.5,3.875,4.25,4.875,3.5,4.25,3.625,2.375,3,2.25,4.5,4.625,4.125,4,3.625,3.125,3.375,3.5
724,"female",3.39393939393939,3.8,4.33333333333333,4.125,4.33333333333333,4.25,4.75,3.375,3.625,3.25,4,3.125,4.375,4.75,4.25,4,4.25,2.5,3.25,2.5,2.5,4.75,4.125,4.375,3,3.5,2.875,3.875,3.375
508,"female",3.15151515151515,4,3.66666666666667,3.625,3,3.875,4,3.875,4,2,2.75,2.375,3.375,3.875,3.875,3.875,3.375,3.5,3.75,3.5,3.625,4,3.875,3.625,4,3.75,3.5,3.375,2.75
491,"male",3.84848484848485,3,4.11111111111111,4.125,4.83333333333333,3.75,4.5,3,2.375,3.375,3.625,3.125,3.75,4.5,3.875,3.75,3.875,4.5,3.875,3.25,3.5,4.5,3.75,4,3.5,3.75,3.875,3.625,2.75
308,"male",3.42424242424242,3.9,4,3.875,3.83333333333333,3.75,3.625,1.375,3.5,3.75,3.625,3.625,3.5,3.5,3.25,3.875,3.5,3.375,4.125,3.625,3.875,3.875,3.875,4.625,3.375,3.625,3.375,3,3.125
615,"female",2.96969696969697,3.6,3.55555555555556,3.375,3.16666666666667,4,4.875,5,4.875,2.75,3,3.125,3.625,4.25,2.625,4.125,4.25,3.875,4,3.875,4,3.25,3.5,3.75,3.875,3.75,4.125,2.875,3
580,"female",3.24242424242424,3.8,4,3.875,4,3.125,4.5,3.5,3.25,3.375,3.5,2.5,3.375,4,3.75,3.5,3.5,2.75,3,3.125,3.625,4.125,3.875,4,3.375,3.75,3.75,4,3.625
1317,"female",3.48484848484848,4.6,3.77777777777778,4.5,4.5,3,4.25,4.125,4.375,3.5,4.25,4.625,4.625,3.5,4.625,3.375,3.125,2.125,3.125,2.25,3.125,4.25,2.625,4.375,3.625,3.125,1.875,3.25,3.125
1226,"male",3.12121212121212,3.9,3.88888888888889,3.625,3.33333333333333,3.75,4.25,2.5,3.375,3.875,2.875,2.375,3.5,4,3.5,3.125,4,2.25,2.5,3,3.25,3.875,3.875,3.5,4,3.125,3.75,3,2.75
11,"female",3.3030303030303,3.6,3.66666666666667,3.5,3.33333333333333,3.5,3.375,2.375,3.125,3,2.625,2.625,3.125,4,3.125,2.75,3.375,2.375,2.875,3,3.125,4,3.875,3.625,3.375,3.25,3.75,2.625,3.25
711,"female",3.12121212121212,3.8,3.66666666666667,3.375,4.16666666666667,4.5,4.625,4.75,4.75,3.125,4,3.125,2.625,3.375,2.375,1.625,3.125,1.875,3,3,3.25,2.625,3.125,3.375,3.75,3.75,3.25,3.75,3.5
19,"male",3.15151515151515,3.9,3.88888888888889,3.625,2.5,4.5,4.75,3.75,4.375,1.5,1.375,1.875,2.5,4,4.125,3.875,4.125,3.75,3.75,3.625,4.125,3.25,3.5,2.5,3.875,2.125,3.75,2.5,2.75
730,"male",3.18181818181818,4.3,4.33333333333333,3.875,3.66666666666667,2.875,2.5,2.75,3.125,1.5,2.625,2.875,2.875,5,4.125,3.625,4.25,3,3.125,3.875,4.5,2.5,3.25,3.375,4.125,2.875,4.375,3.75,4
617,"female",3.63636363636364,2.9,3.33333333333333,3.375,4.33333333333333,3.25,3.5,1.75,2.5,4.5,4.625,4.25,3.25,2.25,3.375,2.75,2.375,2.5,3.375,2.75,3.5,4.5,3.375,3.75,2.875,4.875,3.5,3.625,4.125
784,"female",3.15151515151515,4.4,4.33333333333333,4,3.83333333333333,4,5,3.875,4.25,2.5,3.25,2.5,4.125,4.375,4.125,4,4.75,2.75,3.75,3.625,4.125,4,4.375,4,4.125,3.375,3.75,3.875,3.25
920,"female",3.51515151515152,4.5,3.44444444444444,3.875,3.83333333333333,3.625,4.25,3.125,3.375,2.25,3.5,4.125,3.875,4.625,4.5,4.25,4.125,3.75,2.75,3.25,4.375,4.625,3.875,2.625,4,4.125,4.25,3.625,3.75
235,"female",3.3030303030303,3.8,3.77777777777778,3.75,3.16666666666667,4,3.75,3.75,3.625,2.75,3.5,2.5,3.5,4,3.375,2.5,3.75,2.625,3.375,3.5,3.625,3.875,3.625,3,3.625,3.75,3.75,4.5,3.375
793,"male",3.21212121212121,4.3,3.33333333333333,4.125,4,3.875,4,3.5,3.875,3.375,4,2.625,4,4,3.125,3.375,3.25,3.125,2.75,2.75,3.375,3.875,3.875,4.375,3.625,4.375,2.5,4.125,3.5
669,"male",3,3.9,3.33333333333333,3.625,3.5,3,3.625,3.125,3,3,3.625,3,3.375,3.875,3.625,3.5,3,2.75,3,3.25,3.25,2.625,2.875,3,3.5,4,4,3.125,3.75
487,"female",3.12121212121212,4.2,4,3.625,4.33333333333333,3.125,2.625,3.5,3.875,2.875,3.75,2.875,3.875,4.125,3.75,3,4.125,2.5,3.375,3.375,3.75,4.375,3.625,3.875,3.5,4.625,3,3.5,3.375
956,"female",3.3030303030303,3.1,3.44444444444444,4,3.5,3.375,3.875,3.5,4.25,2.375,3.75,2.875,3.5,4.125,2.625,3.375,2.625,2,2.25,2.375,2.625,3.375,4.125,4.125,3.375,3.5,2.25,2.25,2.75
346,"male",3.03030303030303,3.1,3.33333333333333,3.25,3.16666666666667,3.25,3.5,2.875,2.875,3.25,2.625,2.875,2.875,3.5,3.375,2.875,3.25,3,3.375,3.375,3.25,3.375,3.25,3.25,3.125,3.125,3,3,3.125
895,"male",3.75757575757576,4.1,4.33333333333333,4.5,3.66666666666667,2.25,2.125,1.5,1.875,3.125,2.875,3.375,4.125,4.875,4.25,4.375,4.5,2.75,2.75,3.25,4,3.875,3.5,3.25,3.125,3,3.375,4,3.375
199,"female",3.33333333333333,4.3,3.77777777777778,3.875,4.33333333333333,3.375,5,2.875,3.875,2.25,3.75,3.125,3.75,4.25,4,4.375,3.75,3.375,2.875,2.75,3.25,3.375,3.625,3.375,3.875,4.375,4.75,4.5,3.75
165,"male",3.3030303030303,4,3.77777777777778,3.375,4,3.75,4,3.625,3.625,2.25,3.875,2.875,3.625,3.875,3.75,3.25,3.875,4.125,3.125,3.625,3,3.875,3.75,3.875,3.25,4,4,3.75,3.5
1301,"female",3.36363636363636,3.6,4.11111111111111,3.875,4.16666666666667,3.625,4.875,2.75,3.375,2.875,2.5,2.875,3.875,3.875,3.25,3.625,4,2.5,3.5,3.625,3,4.625,3.5,3.5,4.25,3.875,3.75,3.5,2.625
198,"male",3.51515151515152,4.6,4.33333333333333,3.625,2.66666666666667,3.875,4,3.875,2.75,2.25,2.125,1.875,1.875,4.75,4.25,3.625,4.375,4,3.125,2.75,4,4,4.625,3.25,4.375,3.625,3.5,3.5,4.375
865,"female",3,3.8,4,3.375,3.66666666666667,4.125,3.125,2,3.125,2.25,2.875,3.25,2.75,4.875,3.625,4.25,4.625,3.625,2.5,3.875,3,3.875,4.25,4.375,3.375,4.125,4,4.375,3.5
614,"male",2.96969696969697,4.4,3.88888888888889,3.25,4.5,3.875,4.125,2.625,4.25,3,3.375,3.375,3.375,4.625,2,3.75,3.625,4,4,4.375,4.125,2.375,3.875,3.5,3.625,1.375,3.75,3.25,3.5
1088,"female",3.12121212121212,3,3.77777777777778,4.25,3.83333333333333,3,3.75,4.125,4.25,3.25,4.375,2.875,3.875,3,3.375,4,4.125,2.5,2,3,3,3.5,4.375,3.25,3.375,4.625,4.125,4.125,4.5
842,"male",3.21212121212121,4.1,4.22222222222222,4.125,4.33333333333333,4.625,5,4.75,4.75,3,2.5,2.875,4.25,4.875,3.875,3.25,4.125,4,4.125,4.125,4.375,3.375,3.75,3.375,4,4.625,3.875,4.5,3.875
1006,"female",3.42424242424242,3.8,4.22222222222222,3.875,2.66666666666667,3.625,4.375,3.5,3.875,3.375,3.75,3.875,3.875,3.875,3.875,3.75,2.875,2.875,3.375,3.375,3.125,4,3.5,4.375,3.75,3.625,2.625,3.375,3
152,"female",2.96969696969697,3.5,3.33333333333333,3.625,3.66666666666667,3.5,4.875,3.875,4.25,3.375,4.5,3,4.375,1.5,3,2.625,2.375,1.875,3.625,3,3.125,4.25,3.625,3.75,3.75,4.5,4,3.875,3.375
916,"female",3.03030303030303,3.5,3.44444444444444,4,4,2.5,2.875,1.75,3.625,3.25,4.375,4.375,4.375,3.875,4.375,4.625,4,2.625,2.625,3,3.125,1.5,3.125,3.875,2.875,3.875,2.875,2.75,3.375
896,"male",3.09090909090909,4.2,3.77777777777778,3.625,3.16666666666667,3.25,3,3.75,4,1.75,2.875,2,2.375,4,2.75,2.375,3.875,3.5,3.5,3.875,2.75,4.375,4,3.625,4.125,4.125,4.25,4,3.5
454,"male",2.6969696969697,3.4,3.88888888888889,3.625,2.5,3.5,4.625,4.125,4.5,1.75,2.125,1.875,3.5,4.625,4.125,4.375,4.625,4.875,3.375,4.125,4.125,3.125,4.5,4.125,3.125,4.25,5,4.25,3.75
930,"female",3.12121212121212,3.8,3.88888888888889,3.375,3.83333333333333,3.875,4.875,3.375,3.875,2.625,2.625,2.75,3.75,4.875,3.375,3.5,4.25,3.25,3.125,3.25,3.875,4.125,3.75,4,3.625,3.5,4.25,3.375,3
372,"male",3.45454545454545,3.8,3.88888888888889,3.5,4.16666666666667,3,2.25,3,3.75,2.875,4.125,3.5,3.75,3.5,2.5,3.875,3.25,2.25,3.625,3.5,2.5,4.75,3.25,2.75,2.5,2.875,2.875,3.75,3.75
